Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
625f5f7e-fb7e-6954-1813-c95949089bc6,2022-04-20,,999-53-4623,,,,Cheryl605,Felicidad691,O'Conner199,,,,white,nonhispanic,F,Beverly  Massachusetts  US,908 Marks Viaduct,Brockton,Massachusetts,Plymouth County,25023,02351,42.11171250796949,-70.98188075526645,7905.17,7451.64,33186
8ff37388-d4db-1cd8-56ce-ca88797e69e4,1925-10-17,1991-02-23,999-49-2636,S99997830,X65570256X,Mr.,Cliff504,Michale231,Nitzsche158,,,S,white,nonhispanic,M,Dracut  Massachusetts  US,929 Schowalter Approach,Lynn,Massachusetts,Essex County,25009,01901,42.47001210027341,-70.94385428677653,135924.34,930756.31,73588
63ecb0df-26a6-a1ee-c98e-1412872db6dc,1989-12-24,,999-12-5822,S99999283,X59916996X,Mr.,Jc393,,Keebler762,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,409 Hodkiewicz Overpass Apt 36,Lawrence,Massachusetts,Essex County,25009,01840,42.7219354613045,-71.1577254192188,10640.15,198994.32,5780
ffee2875-6d18-89cb-8ca3-6cc539a552b3,1918-03-06,1986-09-04,999-64-6180,S99965966,X35703553X,Mr.,Tyron580,Jerold208,Dietrich576,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,567 Gulgowski Lock,Smith Mills,Massachusetts,Bristol County,,00000,41.65992962791711,-71.0245666977999,20829.18,2572940.88,10825
b82aebb1-a876-d6d7-89bb-13841a72ddad,2007-05-05,,999-90-7127,S99958792,,Ms.,Angeles319,Tamar361,Hettinger594,,,,white,nonhispanic,F,Quincy  Massachusetts  US,643 Hudson Well Unit 8,Dartmouth,Massachusetts,Bristol County,,00000,41.581757018571714,-70.95107429271961,58079.85,28157.00,40982
32e026ec-8da9-809c-d353-5cd284b01a87,1979-05-30,2017-07-15,999-89-2189,S99973945,X19365073X,Mrs.,Christel364,Edelmira985,Ruecker817,,Ullrich385,M,white,nonhispanic,F,Weymouth  Massachusetts  US,811 Lebsack Boulevard,Wrentham,Massachusetts,Norfolk County,,00000,42.006301062588705,-71.32902421959157,241135.33,774116.91,873647
4134aa2f-3b2c-fa9e-714a-87c6e9211855,1925-10-17,1928-11-27,999-17-1268,,,,Josue598,Timmy68,Tremblay80,,,,white,nonhispanic,M,Westborough  Massachusetts  US,1036 Hagenes Mews,Lynn,Massachusetts,Essex County,25009,01904,42.48933816775645,-70.92423335406389,25730.44,37186.58,73588
d2da94b0-2107-6957-dc34-069e9fc8ef08,1955-11-28,2017-05-26,999-63-5881,S99995590,X37319313X,Mr.,Florencio463,Tracey100,Murphy561,,,M,white,hispanic,M,Bliss Corner  Massachusetts  US,680 Strosin Trafficway Suite 2,Cambridge,Massachusetts,Middlesex County,25017,02141,42.32949179115486,-71.12801983978213,170511.77,84646.88,53348
0efc84b8-d591-b95e-5ad0-cedbc4a89563,1984-03-17,,999-50-6694,S99939011,X36433921X,Mr.,Stewart672,Cedric746,Emmerich580,,,W,white,nonhispanic,M,Revere  Massachusetts  US,457 Walter Lane Apt 28,Marlborough,Massachusetts,Middlesex County,25017,01752,42.313136435701956,-71.50031695565882,303102.68,2345.98,86745
7035a2d1-864a-59fd-1538-9bf9319d64f2,1989-09-27,,999-87-1141,S99946037,X85216950X,Mrs.,Tonisha838,Tanisha724,Von197,,Rowe323,M,white,nonhispanic,F,Mansfield  Massachusetts  US,981 Rogahn Well Unit 52,Medfield,Massachusetts,Norfolk County,25021,02052,42.14136833586632,-71.34584437768635,300761.81,674049.05,39146
e4c17259-c407-5c6c-6b19-6ecb742d205a,1985-04-02,,999-69-7154,S99967062,X30420391X,Mr.,Gilberto712,Marshall526,Metz686,,,M,white,nonhispanic,M,Dalton  Massachusetts  US,696 Senger Ferry Suite 52,Concord,Massachusetts,Middlesex County,,00000,42.49686156580356,-71.3237286436037,84466.78,19060.52,448182
4cd43de3-55cf-f9bf-4008-4f2803999b66,2015-03-04,,999-28-5050,,,,Josh874,Tyler508,Howell947,,,,white,nonhispanic,M,Kingston  Massachusetts  US,161 Bergnaum Rue,Cambridge,Massachusetts,Middlesex County,25017,02142,42.39898411890988,-71.1602828674779,20022.25,23082.00,78544
3f69b746-9835-78f1-76ed-2fff8f9dbc88,1979-05-30,,999-43-5381,S99976919,X49213260X,Mrs.,Gregoria352,,Mitchell808,,Kling921,M,white,nonhispanic,F,Boston  Massachusetts  US,978 Murazik Club Suite 60,Wrentham,Massachusetts,Norfolk County,,00000,42.09635620791518,-71.35096709856602,305542.75,891146.58,873647
1c1ad5e8-885e-7bd7-73d9-b7edee9972ea,1955-11-28,,999-57-1925,S99943820,X31781354X,Mr.,Nick779,Chase54,Grimes165,,,S,white,hispanic,M,Northampton  Massachusetts  US,735 Schimmel Station Apt 10,Cambridge,Massachusetts,Middlesex County,25017,02141,42.38943100196653,-71.0761328245456,298499.47,43340.26,53348
5481d948-4777-6c83-5a34-801b00eac599,1998-09-26,,999-56-7151,S99998856,X38721059X,Mr.,Enrique929,Arturo47,Miranda712,,,,white,hispanic,M,La Paz  Baja California  MX,927 Pfeffer Light,North Andover,Massachusetts,Essex County,,00000,42.64562779252079,-71.09168454149791,106874.87,607845.65,47910
964be7aa-3590-26a2-c1e6-a0459f6c6eb3,1962-11-07,,999-21-9032,S99918282,X47372975X,Mrs.,Kacy732,,Bednar518,,Kshlerin58,M,white,nonhispanic,F,Boston  Massachusetts  US,403 McGlynn Path Apt 92,Somerville,Massachusetts,Middlesex County,25017,02143,42.38998096946348,-71.12866150693314,290917.31,738647.19,162994
2cd2f75d-60d0-13cc-51fc-b7e1a18a6e58,1957-07-26,,999-83-2655,S99980183,X61411794X,Mrs.,Berta524,Victoria535,Mann644,,Bahringer146,M,white,nonhispanic,F,Lynn  Massachusetts  US,903 Veum Stravenue Apt 11,Great Barrington,Massachusetts,Berkshire County,25003,01230,42.210175445497065,-73.2861084774776,1290962.70,290631.83,63227
b9567dce-6da0-9f23-ccb5-d537e7469725,1974-10-03,,999-65-7798,S99987501,X19584582X,Mr.,Lazaro919,Will178,DuBuque211,,,W,white,nonhispanic,M,Malden  Massachusetts  US,566 Harris Path Unit 91,Fitchburg,Massachusetts,Worcester County,25027,01420,42.62566068898945,-71.80113380912914,9338.34,176396.01,20127
75175257-150b-0977-7770-fc927137013c,1918-03-06,,999-40-9361,S99954273,X40389301X,Mr.,Bo157,Ted955,Pfeffer420,,,M,white,nonhispanic,M,Bliss Corner  Massachusetts  US,303 Muller Extension Apt 46,Smith Mills,Massachusetts,Bristol County,,00000,41.625030046281466,-70.96490433841839,32212.53,1054365.08,10825
9623bf57-d36c-96a7-24d0-bf02a059574c,2025-08-10,,999-97-6565,,,,Brigette230,Katina266,Ratke343,,,,white,nonhispanic,F,Waltham  Massachusetts  US,530 Lind Stravenue,Hanover,Massachusetts,Plymouth County,,00000,42.11996288884157,-70.87785702176242,3332.28,0.00,59278
9799f555-6ba9-bc34-2e6c-a7d1eeb5d109,1997-08-16,,999-59-9101,S99912900,X53080699X,Mr.,Cristobal567,,Pedroza523,,,S,asian,hispanic,M,Guatemala City  Guatemala  GT,623 Trantow Key,Boston,Massachusetts,Suffolk County,25025,02152,42.377450327967296,-71.06220068140739,6676.55,639965.59,9583
7d6dbcd4-214c-6d46-16ad-74caa377c218,1981-11-25,,999-58-1759,S99926137,X7174207X,Mr.,Sherman440,Rhett759,Gleason633,,,S,white,hispanic,M,Franklin  Massachusetts  US,469 Monahan Path Apt 5,Taunton,Massachusetts,Bristol County,25005,02718,41.932513790138664,-71.13879532199054,169134.66,186573.89,89192
04016cd7-ff8b-c443-f90c-83af943d4475,2021-06-23,,999-95-8379,,,,Jere230,Harland508,Roberts511,,,,white,nonhispanic,M,Lynn  Massachusetts  US,504 Nienow View,Wellfleet,Massachusetts,Barnstable County,,00000,41.94474233319818,-70.0740449975639,787.00,8695.89,18468
bc37b81f-5128-9804-6b1c-e56d5e53542c,1977-02-23,,999-86-3189,S99953694,X3682671X,Mrs.,Sherlyn657,,McKenzie376,,Reichel38,M,white,nonhispanic,F,Beverly  Massachusetts  US,870 Rau Corner Unit 68,Chicopee,Massachusetts,Hampden County,25013,01013,42.12565771823335,-72.56499112325915,187083.33,164668.86,39376
26693cda-3187-9f51-30ed-7a850ccb5515,1975-04-18,,999-66-1784,S99962169,X45993936X,Mr.,Stevie682,Samuel331,Howe413,,,M,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,645 Hane Well Suite 27,Wakefield,Massachusetts,Middlesex County,25017,01880,42.47572551498229,-71.06498724047202,162348.60,0.00,69886
00a05898-751c-0f88-9669-c06f1b1a7321,1949-03-08,,999-46-6670,S99960306,X50363460X,Mrs.,Andre610,,Wunsch504,,Fisher429,M,white,nonhispanic,F,Sandwich  Massachusetts  US,829 Toy Rest Suite 79,Reading,Massachusetts,Middlesex County,25017,01801,42.489751311356116,-71.06492662172515,315597.42,1401454.32,175928
de95e87e-c594-66ee-f797-7a81d3fe7905,1991-07-10,,999-21-1273,S99939864,X16022564X,Mrs.,Daphine453,Elidia194,Rath779,,Reichert620,M,white,nonhispanic,F,Worcester  Massachusetts  US,474 Rodriguez Grove,Boston,Massachusetts,Suffolk County,25025,02113,42.363790427152395,-71.13726348017089,110495.34,198517.48,59272
f8e01a4d-8c2a-3b43-2e06-5b1a81d367b8,1959-03-23,,999-18-7010,S99910152,X8426608X,Mr.,Herb645,,Baumbach677,,,S,white,nonhispanic,M,Taunton  Massachusetts  US,624 Ullrich Mission Unit 92,Auburn,Massachusetts,Worcester County,,00000,42.1834165214998,-71.88709651866222,271767.52,87521.29,37573
56a498ba-8f67-5964-d7b8-2b91368772d1,1995-11-05,,999-93-2767,S99992185,X70515442X,Mr.,Dana512,Nolan344,Lemke654,,,S,white,nonhispanic,M,Harvard  Massachusetts  US,435 Feeney Esplanade,White Island Shores,Massachusetts,Plymouth County,,00000,41.84564005367507,-70.67859022819134,44597.32,24311.08,78115
32dc03d6-2058-b1b7-7711-7d75ccd8b978,1970-03-29,,999-48-8313,S99992596,X61325754X,Mr.,Dale454,Julius90,Mayer370,,,S,white,nonhispanic,M,Boston  Massachusetts  US,986 Okuneva Meadow,Whately,Massachusetts,Franklin County,,00000,42.39036676367159,-72.63739384577389,135523.67,19091.27,95714
01c81ca9-2efd-9fe7-d35d-afefb578762b,1996-12-09,,999-60-5719,S99913524,X17824531X,Mrs.,Theressa101,Genevive999,Labadie908,,Stroman228,M,white,nonhispanic,F,Springfield  Massachusetts  US,824 Fritsch Village,Milford,Massachusetts,Worcester County,25027,01757,42.19059564973379,-71.55871519467206,107560.81,200652.69,69405
5902212a-d8e4-3d53-0eb3-f6054d646947,1981-03-28,,999-93-2518,S99960488,X37891451X,Ms.,Dorethea38,Erica194,Hickle134,,,S,white,nonhispanic,F,Andover  Massachusetts  US,490 Breitenberg Crossing,Worcester,Massachusetts,Worcester County,25027,01604,42.22485169029629,-71.79724785255893,302887.61,633232.52,126375
31a8adef-9d53-e319-d747-68f5b75c4741,1980-07-15,,999-51-5714,S99930607,X89661462X,Mrs.,Bambi5,Marry53,Lowe577,,Zboncak558,M,white,nonhispanic,F,West Yarmouth  Massachusetts  US,855 Fay Camp,Lawrence,Massachusetts,Essex County,25009,01843,42.7440444951021,-71.19822707337423,366711.21,373923.58,53926
35a90f3f-aec6-7f01-3b38-7f601ed2ce51,1925-10-17,1989-04-23,999-88-9843,S99987605,X37958197X,Mr.,Isaias604,Lynn917,Moen819,,,M,white,nonhispanic,M,Freetown  Massachusetts  US,818 Kshlerin Fort,Lynn,Massachusetts,Essex County,25009,01907,42.51122538600216,-70.93728907251582,498894.08,200518.67,73588
bb40e5c6-2ee3-61a1-7dee-fbc197c76fd1,1948-10-27,,999-15-8494,S99962432,X69187304X,Mr.,Edwardo860,Garret233,Kertzmann286,,,D,black,nonhispanic,M,Plymouth  Massachusetts  US,627 Wilderman Bridge,Scituate,Massachusetts,Plymouth County,25023,02066,42.16216922902885,-70.78259171843325,122404.27,484251.65,63643
f7c8c1ab-d578-ffe1-43bf-a9817bd44c9d,1925-10-17,2012-09-13,999-29-1406,S99916040,X18916533X,Mr.,Sydney660,,Kirlin939,,,M,white,nonhispanic,M,Rockport  Massachusetts  US,152 Emmerich Camp Unit 76,Lynn,Massachusetts,Essex County,25009,01901,42.50801280827557,-71.00151743279825,316020.67,1147930.24,73588
4efe73d4-d763-84c5-89f3-289ad2e9333d,1925-10-17,,999-21-3640,S99984095,X9330378X,Mr.,Randell912,Emory494,Walter473,,,S,white,nonhispanic,M,Yarmouth  Massachusetts  US,555 Gutkowski Byway Suite 17,Lynn,Massachusetts,Essex County,25009,01940,42.42049706184109,-70.99335287276772,151447.43,211568.60,73588
